index,Hard,Soft,Pro_Brexit,Remain,Anti_Hard,Anti_Soft,Ambiguous,Intensity,tweet_id
1645,0,0,0,0,0,0,1,3,9.26E+17
1646,0,0,0,1,0,0,0,5,9.14E+17
1647,0,0,0,0,0,0,1,2,9.20E+17
1648,0,1,0,0,0,0,0,2,9.13E+17
1649,1,0,1,0,0,0,0,3,9.25E+17
1650,0,0,0,1,0,0,0,2,9.27E+17
1651,0,1,0,0,0,0,0,2,9.09E+17
1652,1,0,1,0,0,1,0,5,9.25E+17
1653,0,0,0,1,0,0,0,4,9.23E+17
1654,0,0,0,0,0,0,1,4,9.22E+17
1655,0,0,0,0,0,0,1,2,9.19E+17
1656,0,1,0,0,0,0,0,3,9.16E+17
1657,0,0,0,1,0,1,0,4,9.18E+17
1658,0,0,0,0,0,0,1,2,9.24E+17
1659,0,0,0,0,0,0,1,3,9.25E+17
1660,0,0,0,0,0,0,1,1,9.14E+17
1661,1,0,1,0,0,1,0,3,9.09E+17
1662,0,0,0,1,1,1,0,4,9.23E+17
1663,0,1,0,0,0,0,0,3,9.16E+17
1664,0,1,0,0,0,0,0,1,9.24E+17
1665,0,0,0,0,0,0,1,2,9.14E+17
1666,0,0,0,0,0,0,1,2,9.09E+17
1667,0,0,0,0,0,0,1,1,9.21E+17
1668,0,0,0,0,0,0,1,2,9.25E+17
1669,0,0,0,0,0,0,1,3,9.21E+17
1670,0,1,0,0,0,0,0,3,9.21E+17
1671,0,0,0,0,0,0,1,2,9.24E+17
1672,0,0,0,1,1,0,0,5,9.23E+17
1673,0,0,0,1,1,0,0,3,9.27E+17
1674,0,0,0,0,0,0,1,2,9.22E+17
1675,1,0,1,0,0,1,0,4,9.22E+17
1676,1,0,1,0,0,1,0,3,9.22E+17
1677,0,0,0,1,0,0,0,3,9.24E+17
1678,0,1,0,0,0,0,0,2,9.24E+17
1679,0,0,0,1,0,0,0,4,9.25E+17
1680,0,0,0,0,0,0,1,2,9.24E+17
1681,0,0,0,0,0,0,1,2,9.23E+17
1682,1,0,1,0,0,1,0,3,9.24E+17
1683,0,0,0,0,0,0,1,2,9.25E+17
1684,0,0,0,0,0,0,1,1,9.22E+17
1685,0,1,0,0,0,0,0,3,9.24E+17
1686,0,0,0,1,0,0,0,4,9.22E+17
1687,0,0,0,0,0,0,1,2,9.21E+17
1688,0,0,0,0,0,0,1,1,9.22E+17
1689,0,1,0,0,0,0,0,3,9.25E+17
1690,1,0,1,0,0,1,0,4,9.25E+17
1691,0,0,0,0,1,0,0,2,9.22E+17
1692,0,0,0,1,0,0,0,2,9.23E+17
1693,0,0,0,1,0,0,0,3,9.27E+17
1694,0,0,0,0,1,0,0,2,9.21E+17
1695,0,0,0,0,0,0,1,2,9.22E+17
1696,0,0,0,1,0,0,0,3,9.26E+17
1697,0,0,0,0,0,0,1,2,9.22E+17
1698,0,0,0,0,1,0,0,3,9.27E+17
1699,0,0,0,0,0,0,1,1,9.22E+17
1700,0,0,0,1,1,0,0,3,9.23E+17
1701,0,0,0,0,0,0,1,3,9.21E+17
1702,0,1,0,0,0,0,0,3,9.21E+17
1703,0,1,0,0,0,0,0,3,9.25E+17
1704,0,0,0,0,0,0,1,2,9.23E+17
1705,0,1,0,0,1,0,0,5,9.22E+17
1706,0,0,0,1,1,0,0,4,9.24E+17
1707,0,0,0,0,0,0,1,1,9.22E+17
1708,0,0,0,0,0,0,1,1,9.26E+17
1709,0,0,0,0,0,0,1,1,9.21E+17
1710,0,0,0,0,1,0,0,3,9.23E+17
1711,0,1,0,0,0,0,0,3,9.23E+17
1712,0,0,0,0,0,0,1,1,9.22E+17
1713,0,1,0,0,0,0,0,3,9.25E+17
1714,0,0,0,1,0,0,0,5,9.24E+17
1715,1,0,0,0,0,0,0,2,9.24E+17
1716,0,0,0,0,0,0,1,1,9.22E+17
1717,0,0,0,0,0,0,1,1,9.23E+17
1718,0,0,0,0,0,0,1,1,9.21E+17
1719,0,0,0,1,0,0,0,5,9.24E+17
1720,0,0,0,0,1,0,0,3,9.27E+17
1721,0,0,0,0,0,0,1,4,9.22E+17
1722,0,0,0,1,0,0,0,5,9.24E+17
1723,1,0,1,0,0,1,0,4,9.24E+17
1724,0,0,0,0,1,0,0,4,9.24E+17
1725,0,0,0,0,1,0,0,3,9.26E+17
1726,0,1,0,0,1,0,0,5,9.21E+17
1727,0,0,0,0,0,0,1,3,9.24E+17
1728,0,0,0,0,1,0,0,2,9.21E+17
1729,0,0,0,0,1,0,0,2,9.23E+17
1730,0,0,0,0,0,0,1,3,9.23E+17
1731,0,0,0,0,1,0,0,4,9.23E+17
1732,0,0,0,0,0,0,1,3,9.21E+17
1733,0,0,0,0,0,0,1,2,9.25E+17
1734,0,0,0,1,1,0,0,5,9.23E+17
1735,0,0,0,0,0,0,1,2,9.21E+17
1736,0,0,0,0,0,0,1,3,9.23E+17
1737,0,0,0,0,0,0,1,2,9.23E+17
1738,0,0,0,0,1,0,0,4,9.27E+17
1739,0,0,0,0,0,0,1,3,9.22E+17
1740,0,0,0,0,0,0,1,1,9.23E+17
1741,0,1,0,0,1,0,0,3,9.25E+17
1742,0,1,0,0,0,0,0,2,9.21E+17
1743,0,0,0,0,1,0,0,5,9.23E+17
1744,0,0,0,0,0,0,1,1,9.21E+17
1745,0,0,0,0,0,0,1,1,9.23E+17
1746,0,0,0,0,1,0,0,2,9.25E+17
1747,0,0,0,0,0,0,1,1,9.23E+17
1748,1,0,1,0,0,1,0,3,9.25E+17
1749,0,0,0,1,0,0,0,5,9.27E+17
1750,0,1,0,0,1,0,0,5,9.22E+17
1751,0,0,0,0,1,0,0,4,9.21E+17
1752,1,0,1,0,0,1,0,2,9.25E+17
1753,0,1,0,0,0,0,1,2,9.22E+17
1754,0,0,0,0,1,0,0,3,9.22E+17
1755,1,0,1,0,0,1,0,2,9.24E+17
1756,0,0,0,0,0,0,1,1,9.22E+17
1757,0,0,0,0,0,0,1,1,9.23E+17
1758,0,0,0,0,0,0,1,1,9.21E+17
1759,0,0,0,0,1,0,0,3,9.21E+17
1760,0,0,0,1,0,0,0,5,9.27E+17
1761,0,0,0,1,1,0,0,3,9.22E+17
1762,0,0,0,0,1,0,0,3,9.27E+17
1763,0,0,0,0,0,0,1,1,9.25E+17
1764,1,0,1,0,0,1,0,1,9.23E+17
1765,0,0,0,0,0,0,1,1,9.23E+17
1766,0,0,0,0,0,0,1,1,9.22E+17
1767,0,0,0,0,1,0,0,3,9.22E+17
1768,0,0,0,0,1,0,0,3,9.23E+17
1769,0,0,0,0,0,0,1,2,9.25E+17
1770,0,0,0,1,0,0,0,4,9.26E+17
1771,0,0,0,0,0,0,1,3,9.25E+17
1772,0,0,0,0,0,0,1,2,9.25E+17
1773,0,0,0,1,1,0,0,3,9.27E+17
1774,0,0,0,0,1,0,0,3,9.21E+17
1775,0,0,0,0,0,0,1,2,9.23E+17
1776,0,0,0,0,0,0,1,3,9.25E+17
1777,0,0,0,0,0,0,1,3,9.21E+17
1778,1,0,1,0,0,1,0,3,9.24E+17
1779,0,0,0,1,1,0,0,3,9.27E+17
1780,0,0,0,0,0,0,1,2,9.24E+17
1781,0,0,0,0,0,0,1,1,9.22E+17
1782,1,0,1,0,0,0,0,3,9.22E+17
1783,0,0,0,0,1,0,0,3,9.27E+17
1784,1,0,1,0,0,0,0,3,9.25E+17
1785,1,0,1,0,0,1,0,4,9.22E+17
1786,1,0,1,0,0,0,0,4,9.22E+17
1787,0,0,0,0,0,0,1,2,9.21E+17
1788,0,1,0,0,0,0,0,2,9.21E+17
1789,0,0,0,0,1,0,0,3,9.24E+17
1790,1,0,1,0,0,0,0,3,9.23E+17
1791,1,0,1,0,0,0,0,3,9.25E+17
1792,1,0,1,0,0,0,0,3,9.24E+17
1793,0,0,0,0,1,0,0,4,9.23E+17
1794,0,0,0,0,0,0,1,2,9.23E+17
1795,0,0,0,0,0,0,1,2,9.21E+17
1796,0,0,0,0,0,0,1,4,9.21E+17
1797,0,0,0,0,0,0,1,2,9.21E+17
1798,1,0,1,0,0,0,0,3,9.22E+17
1799,1,0,1,0,0,1,0,3,9.22E+17
1800,0,0,0,0,1,0,0,5,9.21E+17
1801,0,0,0,0,0,0,1,1,9.23E+17
1802,0,0,0,0,0,0,1,3,9.22E+17
1803,0,1,0,0,0,0,0,5,9.21E+17
1804,0,0,0,0,1,0,0,4,9.23E+17
1805,0,0,0,0,1,0,0,4,9.27E+17
1806,0,0,0,1,0,0,0,5,9.22E+17
1807,0,0,0,0,1,0,0,5,9.21E+17
1808,0,0,0,0,0,0,1,2,9.26E+17
1809,0,0,0,1,0,0,0,4,9.21E+17
1810,0,0,0,0,0,0,1,1,9.23E+17
1811,0,0,0,0,0,0,1,1,9.23E+17
1812,0,1,0,0,1,0,0,3,9.25E+17
1813,0,0,0,0,1,0,0,3,9.25E+17
1814,0,0,0,0,0,0,1,3,9.21E+17
1815,0,0,0,0,0,0,1,2,9.24E+17
1816,1,0,1,0,0,0,0,3,9.27E+17
1817,0,0,0,0,0,0,1,4,9.27E+17
1818,0,0,0,0,0,0,1,1,9.22E+17
1819,1,0,1,0,0,0,0,3,9.21E+17
1820,0,0,0,0,1,0,0,5,9.21E+17
1821,1,0,1,0,0,0,0,4,9.24E+17
1822,0,0,0,1,0,0,0,4,9.23E+17
1823,0,0,0,0,1,0,0,3,9.22E+17
1824,0,0,0,1,1,0,0,4,9.22E+17
1825,0,0,0,1,0,0,0,4,9.22E+17
1826,0,0,0,0,1,0,0,4,9.24E+17
1827,0,0,0,0,0,0,1,3,9.21E+17
1828,1,0,1,0,0,0,0,4,9.21E+17
1829,0,1,0,0,0,0,0,3,9.27E+17
1830,0,0,0,0,0,0,1,3,9.22E+17
1831,0,0,0,0,0,0,1,3,9.23E+17
1832,0,0,0,1,1,0,0,4,9.25E+17
1833,0,0,0,0,0,0,1,5,9.21E+17
1834,0,0,0,1,1,0,0,4,9.24E+17
1835,0,0,0,0,1,0,0,5,9.27E+17
1836,0,0,0,1,0,0,0,5,9.24E+17
1837,0,0,0,0,1,0,0,4,9.24E+17
1838,0,0,0,0,1,0,0,4,9.22E+17
1839,1,0,1,0,0,0,0,5,9.23E+17
1840,0,0,0,1,0,0,0,3,9.23E+17
1841,0,0,0,0,0,0,1,5,9.21E+17
1842,0,0,0,0,1,0,0,3,9.27E+17
1843,0,0,0,0,0,0,1,4,9.22E+17
1844,0,0,0,0,0,0,1,1,9.22E+17
1845,0,0,0,0,0,0,1,3,9.21E+17
1846,0,0,0,0,0,0,1,1,9.22E+17
1847,0,0,0,0,0,0,1,3,9.23E+17
1848,0,0,0,0,1,0,0,4,9.23E+17
1849,1,0,1,0,0,0,0,4,9.25E+17
1850,0,0,0,0,0,0,1,2,9.22E+17
1851,0,0,0,0,0,0,1,3,9.27E+17
1852,0,0,0,0,0,0,1,1,9.21E+17
1853,0,0,0,0,0,0,1,3,9.24E+17
1854,0,0,0,1,0,0,0,5,9.25E+17
1855,0,1,0,0,1,0,0,4,9.25E+17
1856,0,1,0,0,1,0,0,3,9.21E+17
1857,0,0,0,0,0,0,1,1,9.22E+17
1858,0,0,0,0,0,0,1,1,9.21E+17
1859,0,0,0,0,0,0,1,3,9.21E+17
1860,1,0,1,0,0,0,0,3,9.25E+17
1861,0,0,0,0,0,0,1,1,9.22E+17
1862,0,0,0,0,0,0,1,1,9.21E+17
1863,0,0,0,0,0,0,1,3,9.23E+17
1864,0,0,0,0,1,0,0,2,9.27E+17
1865,0,0,0,0,0,0,1,1,9.22E+17
1866,1,0,1,0,0,1,0,3,9.24E+17
1867,0,0,0,0,0,0,1,3,9.23E+17
1868,0,0,0,0,0,0,1,3,9.22E+17
1869,0,0,0,1,0,0,0,4,9.26E+17
1870,0,0,0,0,1,0,0,4,9.24E+17
1871,0,0,0,0,0,0,1,2,9.22E+17
1872,0,0,0,0,1,0,0,3,9.25E+17
1873,0,0,0,0,0,0,1,2,9.24E+17
1874,0,0,0,0,0,0,1,3,9.23E+17
1875,0,0,0,0,0,0,1,1,9.22E+17
1876,0,0,0,0,0,0,1,1,9.23E+17
1877,0,0,0,0,0,0,1,1,9.27E+17
1878,0,0,0,0,0,0,1,1,9.22E+17
1879,0,0,0,0,0,0,1,1,9.21E+17
1880,0,0,0,1,1,0,0,4,9.21E+17
1881,0,0,0,0,0,0,1,3,9.22E+17
1882,0,0,0,0,0,0,1,1,9.23E+17
1883,0,0,0,0,1,0,0,4,9.23E+17
1884,0,0,0,0,1,0,0,3,9.26E+17
1885,1,0,1,0,0,1,0,4,9.25E+17
1886,0,0,0,0,0,0,1,1,9.25E+17
1887,0,0,0,0,0,0,1,3,9.21E+17
1888,0,0,0,0,1,0,0,3,9.23E+17
1889,0,0,0,0,0,0,1,1,9.23E+17
1890,0,0,0,0,1,0,0,3,9.24E+17
1891,0,0,0,1,0,0,0,3,9.27E+17
1892,0,0,0,0,1,0,0,3,9.21E+17
1893,0,0,0,0,0,0,1,1,9.25E+17
1894,0,0,0,0,0,0,1,4,9.22E+17
1895,1,0,1,0,0,0,0,3,9.22E+17
1896,0,0,0,0,1,0,0,4,9.22E+17
1897,0,0,0,0,0,0,1,1,9.22E+17
1898,0,1,0,0,0,0,0,2,9.21E+17
1899,0,0,0,0,0,0,1,1,9.27E+17
1900,0,0,0,0,0,0,1,1,9.26E+17
1901,0,0,0,1,0,0,0,2,9.23E+17
1902,0,1,0,0,1,0,0,2,9.23E+17
1903,0,0,0,0,0,1,0,2,9.22E+17
1904,0,0,0,0,0,0,1,1,9.23E+17
1905,0,0,0,0,0,0,1,1,9.22E+17
1906,1,0,1,0,0,0,0,2,9.27E+17
1907,0,0,0,0,1,0,0,2,9.27E+17
1908,1,0,1,0,0,1,0,2,9.25E+17
1909,1,0,1,0,0,0,0,2,9.26E+17
1910,0,0,0,0,1,0,0,3,9.22E+17
1911,0,0,0,0,1,0,0,3,9.27E+17
1912,1,0,1,0,0,0,0,3,9.22E+17
1913,0,0,0,0,0,0,1,1,9.22E+17
1914,1,0,1,0,0,0,0,2,9.24E+17
1915,0,0,0,0,0,0,1,3,9.22E+17
1916,0,0,0,0,0,0,1,2,9.22E+17
1917,0,0,0,0,0,0,1,2,9.26E+17
1918,0,0,0,0,0,0,1,1,9.25E+17
1919,1,0,1,0,0,0,0,2,9.21E+17
1920,0,0,0,0,1,0,0,3,9.23E+17
1921,1,0,1,0,0,0,0,3,9.21E+17
1922,0,0,0,0,0,0,1,1,9.22E+17
1923,1,0,1,0,0,0,0,4,9.21E+17
1924,1,0,1,0,0,1,0,3,9.22E+17
1925,0,0,0,0,0,0,1,1,9.22E+17
1926,1,0,1,0,0,0,0,2,9.25E+17
1927,0,0,0,0,0,0,1,1,9.23E+17
1928,0,0,0,0,1,0,0,2,9.21E+17
1929,1,0,1,0,0,1,0,3,9.27E+17
1930,0,0,0,0,0,0,1,1,9.21E+17
1931,0,0,0,1,0,0,0,3,9.23E+17
1932,0,0,0,1,1,0,0,3,9.25E+17
1933,0,0,0,0,0,0,1,1,9.22E+17
1934,0,0,0,0,0,0,1,3,9.21E+17
1935,1,0,1,0,0,0,0,5,9.24E+17
1936,0,0,0,0,1,0,0,3,9.21E+17
1937,1,0,1,0,0,0,0,2,9.25E+17
1938,0,0,0,0,1,0,0,3,9.25E+17
1939,1,0,1,0,0,0,0,2,9.25E+17
1940,0,0,0,0,0,0,1,1,9.25E+17
1941,0,0,0,0,0,0,1,1,9.22E+17
1942,0,0,0,0,0,0,1,2,9.22E+17
1943,0,0,0,1,1,0,0,4,9.22E+17
1944,1,0,1,0,0,0,0,3,9.23E+17
1945,0,0,0,0,0,0,1,4,9.24E+17
1946,0,0,0,0,0,0,1,3,9.23E+17
1947,0,0,0,0,0,0,1,1,9.26E+17
1948,0,0,0,0,0,0,1,3,9.22E+17
1949,0,0,0,0,0,0,1,3,9.21E+17
1950,0,0,0,0,0,0,1,1,9.25E+17
1951,0,0,0,0,0,0,1,4,9.23E+17
1952,0,0,0,0,0,0,1,2,9.21E+17
1953,0,0,0,0,1,0,0,3,9.27E+17
1954,1,0,1,0,0,0,0,4,9.21E+17
1955,1,0,1,0,0,0,0,2,9.26E+17
1956,1,0,1,0,0,0,0,3,9.23E+17
1957,0,0,0,1,0,0,0,4,9.26E+17
1958,0,1,0,0,0,0,0,3,9.21E+17
1959,0,0,0,1,0,0,0,3,9.22E+17
1960,1,0,1,0,0,1,0,3,9.26E+17
1961,0,0,0,1,0,0,0,4,9.22E+17
1962,1,0,1,0,0,0,0,4,9.23E+17
1963,0,0,0,0,0,0,1,4,9.21E+17
1964,0,0,0,0,0,0,1,2,9.21E+17
1965,0,0,0,1,0,0,0,3,9.21E+17
1966,0,0,0,0,1,0,0,4,9.22E+17
1967,0,0,0,0,0,0,1,5,9.22E+17
1968,0,0,0,0,0,0,1,2,9.21E+17
1969,0,0,0,0,0,0,1,3,9.21E+17
1970,0,0,0,0,1,0,0,2,9.27E+17
1971,0,0,0,0,1,0,0,2,9.27E+17
1972,0,0,0,0,1,0,0,4,9.24E+17
1973,0,0,0,0,1,0,0,3,9.24E+17
1974,0,0,0,0,0,0,1,2,9.25E+17
1975,1,0,1,0,0,0,0,2,9.24E+17
1976,0,0,0,0,1,0,0,3,9.25E+17
1977,0,0,0,0,0,0,1,1,9.25E+17
1978,0,0,0,0,0,0,1,3,9.22E+17
1979,0,0,0,0,0,0,1,1,9.21E+17
1980,0,0,0,0,1,0,0,2,9.26E+17
1981,0,0,0,0,0,0,1,2,9.22E+17
1982,0,0,0,1,0,0,0,3,9.27E+17
1983,0,0,0,1,0,0,0,3,9.25E+17
1984,0,0,0,1,1,0,0,4,9.26E+17
1985,0,0,0,0,0,0,1,1,9.21E+17
1986,0,0,0,0,0,0,1,2,9.23E+17
1987,0,0,0,0,0,0,1,1,9.21E+17
1988,0,0,0,0,0,0,1,1,9.24E+17
1989,1,0,1,0,0,0,0,3,9.22E+17
1990,0,0,0,1,0,0,1,2,9.22E+17
1991,0,0,0,0,0,0,1,2,9.22E+17
1992,1,0,1,0,0,0,0,2,9.21E+17
1993,0,0,0,0,0,0,1,1,9.22E+17
1994,1,0,1,0,0,0,0,1,9.25E+17
1995,0,1,0,0,0,0,0,2,9.21E+17
1996,0,0,0,0,0,0,1,1,9.25E+17
1997,0,0,0,1,0,0,0,4,9.22E+17
1998,0,0,0,0,1,0,0,5,9.21E+17
1999,1,0,1,0,0,1,0,4,9.23E+17
2000,0,0,0,0,0,0,1,2,9.10E+17
2001,0,0,0,0,0,0,1,3,9.19E+17
2002,0,0,0,1,1,0,0,3,9.12E+17
2003,0,0,0,0,0,0,1,3,9.23E+17
2004,0,0,0,0,0,0,1,3,9.22E+17
2005,0,0,0,0,1,0,0,4,9.12E+17
2006,1,0,1,0,0,0,0,4,9.10E+17
2007,0,0,0,1,0,0,0,5,9.19E+17
2008,1,0,1,0,0,1,0,3,9.18E+17
2009,0,0,0,1,0,0,0,3,9.14E+17
2010,0,0,0,0,0,0,1,1,9.17E+17
2011,0,0,0,1,0,0,0,5,9.18E+17
2012,1,0,1,0,0,0,0,3,9.18E+17
2013,1,0,1,0,0,1,0,3,9.11E+17
2014,0,0,0,0,0,0,1,4,9.18E+17
2015,0,0,0,1,0,0,0,2,9.11E+17
2016,1,0,1,0,0,0,0,2,9.11E+17
2017,0,0,0,0,0,0,1,2,9.09E+17
2018,0,0,0,1,0,0,0,4,9.11E+17
2019,0,0,0,1,1,0,0,4,9.20E+17
2020,1,0,1,0,0,0,0,5,9.10E+17
2021,1,0,1,0,0,0,0,5,9.19E+17
2022,0,0,0,0,0,0,1,3,9.10E+17
2023,0,0,0,0,0,0,1,3,9.19E+17
2024,0,0,0,0,0,0,1,1,9.19E+17
2025,0,0,0,0,0,0,1,1,9.25E+17
2026,0,0,0,0,0,0,1,2,9.13E+17
2027,0,0,0,0,0,0,1,4,9.12E+17
2028,0,1,0,0,0,0,1,3,9.12E+17
2029,0,0,0,0,0,0,1,2,9.11E+17
2030,0,0,0,1,1,0,0,4,9.10E+17
2031,0,0,0,0,0,0,1,3,9.15E+17
2032,1,0,1,0,0,0,0,3,9.17E+17
2033,1,0,1,0,0,0,0,2,9.16E+17
2034,0,0,0,0,1,0,0,2,9.18E+17
2035,0,1,0,0,0,0,0,2,9.18E+17
2036,1,0,1,0,0,0,0,2,9.21E+17
2037,0,1,0,0,1,0,0,5,9.18E+17
2038,0,0,0,0,0,0,1,3,9.12E+17
2039,1,0,1,0,0,0,0,5,9.24E+17
2040,0,0,0,0,1,0,0,4,9.20E+17
2041,0,0,0,0,1,0,0,5,9.16E+17
2042,0,0,0,1,1,0,0,3,9.25E+17
2043,0,0,0,1,0,0,0,4,9.11E+17
2044,0,0,0,0,0,0,1,4,9.14E+17
2045,0,0,0,0,1,0,0,3,9.19E+17
2046,0,0,0,0,0,0,1,1,9.20E+17
2047,1,0,1,0,0,0,0,4,9.17E+17
2048,0,0,0,0,0,0,1,1,9.10E+17
2049,1,0,1,0,0,0,0,2,9.11E+17
2050,0,0,0,0,1,0,0,4,9.13E+17
2051,0,0,0,0,1,0,0,4,9.12E+17
2052,0,0,0,0,0,0,1,2,9.26E+17
2053,0,0,0,0,0,0,1,3,9.14E+17
2054,0,0,0,0,0,0,1,3,9.26E+17
2055,0,0,0,0,0,0,1,2,9.21E+17
2056,0,0,0,0,0,0,1,3,9.26E+17
2057,0,0,0,0,0,0,1,2,9.14E+17
2058,0,0,0,0,0,0,1,3,9.14E+17
2059,0,0,0,0,1,0,0,3,9.20E+17
2060,1,0,1,0,0,0,0,5,9.10E+17
2061,1,0,1,0,0,0,0,4,9.08E+17
2062,0,0,0,0,0,0,1,3,9.10E+17
2063,1,0,1,0,0,0,0,3,9.16E+17
2064,1,0,1,0,0,0,0,5,9.17E+17
2065,0,0,0,0,1,0,0,4,9.26E+17
2066,1,0,1,0,0,0,0,2,9.20E+17
2067,0,0,0,0,1,0,0,2,9.16E+17
2068,1,0,1,0,0,0,0,4,9.23E+17
2069,0,0,0,1,0,0,0,5,9.19E+17
2070,0,0,0,0,0,0,1,2,9.18E+17
2071,0,0,0,0,0,0,1,3,9.21E+17
2072,0,0,0,0,0,0,1,2,9.10E+17
2073,1,0,1,0,0,0,0,3,9.12E+17
2074,0,0,0,1,0,0,0,3,9.12E+17
2075,0,0,0,0,0,0,1,2,9.11E+17
2076,1,0,1,0,0,0,0,2,9.17E+17
2077,1,0,1,0,0,0,0,1,9.17E+17
2078,0,0,0,0,1,0,0,4,9.12E+17
2079,0,1,0,0,1,0,0,3,9.19E+17
2080,0,0,0,0,0,0,1,2,9.11E+17
2081,0,0,0,0,1,0,0,3,9.20E+17
2082,1,0,1,0,0,1,0,3,9.16E+17
2083,0,0,0,0,1,0,0,3,9.22E+17
2084,0,0,0,0,0,0,1,3,9.11E+17
2085,1,0,1,0,0,0,0,4,9.27E+17
2086,0,0,0,0,0,0,1,2,9.20E+17
2087,1,0,1,0,0,1,0,4,9.11E+17
2088,0,0,0,0,0,0,1,2,9.12E+17
2089,0,0,0,0,1,0,0,4,9.25E+17
2090,0,0,0,0,0,0,1,2,9.20E+17
2091,0,0,0,0,0,0,1,4,9.19E+17
2092,0,0,0,1,0,0,0,2,9.12E+17
2093,1,0,1,0,0,1,0,2,9.19E+17
2094,0,0,0,0,0,0,1,1,9.20E+17
2095,0,0,0,0,1,0,0,4,9.11E+17
2096,0,0,0,1,0,0,0,4,9.23E+17
2097,1,0,1,0,0,0,0,5,9.23E+17
2098,0,0,0,0,0,0,1,3,9.17E+17
2099,1,0,1,0,0,0,0,5,9.15E+17
2100,0,0,0,0,0,0,1,1,9.22E+17
2101,1,0,1,0,0,0,0,1,9.27E+17
2102,0,0,0,1,0,0,0,4,9.21E+17
2103,0,0,0,1,1,0,0,4,9.18E+17
2104,1,0,1,0,0,0,0,5,9.12E+17
2105,0,0,0,0,0,0,1,3,9.17E+17
2106,0,0,0,0,0,0,1,3,9.09E+17
2107,0,0,0,1,1,0,0,4,9.14E+17
2108,0,0,0,0,0,0,1,2,9.13E+17
2109,0,0,0,0,0,0,1,1,9.14E+17
2110,1,0,1,0,0,0,1,2,9.16E+17
2111,0,0,0,0,0,0,1,3,9.11E+17
2112,1,0,1,0,0,0,0,4,9.24E+17
2113,0,0,0,0,0,0,1,2,9.13E+17
2114,0,0,0,0,0,0,1,2,9.09E+17
2115,0,0,0,0,0,0,1,2,9.25E+17
2116,0,0,0,0,1,0,0,3,9.12E+17
2117,0,0,0,1,1,0,0,5,9.21E+17
2118,0,0,0,1,0,0,0,4,9.23E+17
2119,0,0,0,1,1,0,0,4,9.11E+17
2120,0,0,0,0,0,0,1,2,9.17E+17
2121,0,0,0,0,0,0,1,1,9.23E+17
2122,0,0,0,1,0,0,0,4,9.21E+17
2123,0,0,0,0,0,0,1,2,9.16E+17
2124,1,0,1,0,0,0,0,4,9.13E+17
2125,0,0,0,0,0,0,1,5,9.14E+17
2126,0,0,0,1,0,0,0,2,9.19E+17
2127,0,0,0,1,0,0,0,3,9.21E+17
2128,0,0,0,1,1,0,0,3,9.20E+17
2129,1,0,1,0,0,0,0,2,9.18E+17
2130,0,0,0,0,0,0,1,4,9.26E+17
2131,0,0,0,1,1,0,0,2,9.20E+17
2132,1,0,1,0,0,0,0,1,9.08E+17
2133,1,0,1,0,0,0,0,3,9.28E+17
2134,0,1,0,0,1,0,0,1,9.22E+17
2135,0,0,0,0,0,0,1,3,9.16E+17
2136,1,0,1,0,0,0,0,3,9.14E+17
2137,0,0,0,0,0,0,1,2,9.13E+17
2138,1,0,1,0,0,1,0,5,9.23E+17
2139,0,0,0,0,1,0,0,2,9.13E+17
2140,0,0,0,0,0,0,1,2,9.17E+17
2141,0,0,0,1,1,0,0,4,9.10E+17
2142,0,0,0,0,1,0,0,4,9.20E+17
2143,0,0,0,0,0,0,1,1,9.15E+17
2144,0,0,0,0,0,0,1,1,9.11E+17
2145,0,0,0,0,1,0,0,4,9.10E+17
2146,0,0,0,0,0,0,1,4,9.11E+17
2147,0,0,0,0,1,0,0,5,9.09E+17
2148,0,0,0,1,1,0,0,5,9.19E+17
2149,0,0,0,1,0,0,0,5,9.22E+17
2150,0,1,0,0,1,0,0,1,9.19E+17
2151,0,0,0,0,0,0,1,2,9.20E+17
2152,0,0,0,0,0,0,1,1,9.10E+17
2153,0,0,0,1,0,0,0,3,9.14E+17
2154,0,0,0,0,1,0,0,3,9.23E+17
2155,0,0,0,0,0,0,1,2,9.16E+17
2156,0,0,0,0,0,0,1,2,9.27E+17
2157,0,0,0,0,1,0,0,3,9.20E+17
2158,0,0,0,0,0,0,1,2,9.16E+17
2159,0,0,0,0,0,0,1,3,9.10E+17
2160,0,0,0,0,1,0,0,2,9.20E+17
2161,0,0,0,0,0,0,1,3,9.17E+17
2162,0,0,0,1,0,0,0,5,9.22E+17
2163,0,0,0,0,0,0,1,1,9.17E+17
2164,0,0,0,0,0,0,1,2,9.21E+17
2165,0,0,0,0,1,0,0,3,9.12E+17
2166,0,0,0,0,1,0,0,2,9.23E+17
2167,0,0,0,0,1,0,0,3,9.12E+17
2168,0,0,0,0,0,0,1,5,9.27E+17
2169,0,0,0,0,0,0,1,1,9.15E+17
2170,1,0,1,0,0,1,0,3,9.18E+17
2171,1,0,1,0,0,0,0,3,9.14E+17
2172,0,0,0,0,0,0,1,4,9.14E+17
2173,0,0,0,0,0,0,1,4,9.23E+17
2174,1,0,1,0,0,1,0,2,9.11E+17
2175,0,0,0,1,0,0,0,3,9.17E+17
2176,0,1,0,0,1,0,0,3,9.20E+17
2177,0,0,0,0,0,0,1,2,9.19E+17
2178,0,0,0,0,1,0,0,3,9.18E+17
2179,0,0,0,0,0,0,1,2,9.13E+17
2180,0,0,0,0,0,0,1,1,9.18E+17
